"ref_date","year","month","site","monthly_total","prev_year_monthly_total","monthly_percentage_difference","ytd_total","prev_year_ytd_total","ytd_percentage_difference","ytd_month_range"
"1980-12-01",1980,12,Chilkoot Trail,0,0,,2310,2303,0.3,January - December
"1980-01-01",1980,1,Kluane National Park,86,17,405.9,86,17,405.9,January - January
"1980-02-01",1980,2,Kluane National Park,76,21,261.9,162,38,326.3,January - February
"1980-03-01",1980,3,Kluane National Park,152,19,700.0,314,57,450.9,January - March
"1980-04-01",1980,4,Kluane National Park,267,60,345.0,581,117,396.6,January - April
"1980-05-01",1980,5,Kluane National Park,593,182,225.8,1174,299,292.6,January - May
"1980-06-01",1980,6,Kluane National Park,5223,1165,348.3,6397,1464,337.0,January - June
"1980-07-01",1980,7,Kluane National Park,12129,2506,384.0,18526,3970,366.6,January - July
"1980-08-01",1980,8,Kluane National Park,10363,2532,309.3,28889,6502,344.3,January - August
"1980-09-01",1980,9,Kluane National Park,6282,1315,377.7,35171,7817,349.9,January - September
"1980-10-01",1980,10,Kluane National Park,124,66,87.9,35295,7883,347.7,January - October
"1980-11-01",1980,11,Kluane National Park,24,41,-41.5,35319,7924,345.7,January - November
"1980-12-01",1980,12,Kluane National Park,18,21,-14.3,35337,7945,344.8,January - December
"1980-01-01",1980,1,SS Klondike,0,0,,0,0,,January - January
"1980-02-01",1980,2,SS Klondike,0,0,,0,0,,January - February
"1980-03-01",1980,3,SS Klondike,0,7,-100.0,0,7,-100.0,January - March
"1980-04-01",1980,4,SS Klondike,40,41,-2.4,40,48,-16.7,January - April
"1980-05-01",1980,5,SS Klondike,60,462,-87.0,100,510,-80.4,January - May
"1980-06-01",1980,6,SS Klondike,7486,8425,-11.1,7586,8935,-15.1,January - June
"1980-07-01",1980,7,SS Klondike,12458,12522,-0.5,20044,21457,-6.6,January - July
"1980-08-01",1980,8,SS Klondike,9738,9915,-1.8,29782,31372,-5.1,January - August
"1980-09-01",1980,9,SS Klondike,1491,1382,7.9,31273,32754,-4.5,January - September
"1980-10-01",1980,10,SS Klondike,25,15,66.7,31298,32769,-4.5,January - October
"1980-11-01",1980,11,SS Klondike,77,0,,31375,32769,-4.3,January - November
"1980-12-01",1980,12,SS Klondike,25,0,,31400,32769,-4.2,January - December
"1981-01-01",1981,1,All,58,86,-32.6,58,86,-32.6,January - January
"1981-02-01",1981,2,All,72,76,-5.3,130,162,-19.8,January - February
"1981-03-01",1981,3,All,438,152,188.2,568,314,80.9,January - March
"1981-04-01",1981,4,All,417,307,35.8,985,621,58.6,January - April
"1981-05-01",1981,5,All,2792,653,327.6,3777,1274,196.5,January - May
"1981-06-01",1981,6,All,18092,13012,39.0,21869,14286,53.1,January - June
"1981-07-01",1981,7,All,33153,25319,30.9,55022,39605,38.9,January - July
"1981-08-01",1981,8,All,27871,21171,31.6,82893,60776,36.4,January - August
"1981-09-01",1981,9,All,9639,7978,20.8,92532,68754,34.6,January - September
"1981-10-01",1981,10,All,402,149,169.8,92934,68903,34.9,January - October
"1981-11-01",1981,11,All,372,101,268.3,93306,69004,35.2,January - November
"1981-12-01",1981,12,All,619,43,1339.5,93925,69047,36.0,January - December
"1981-01-01",1981,1,Chilkoot Trail,0,0,,0,0,,January - January
"1981-02-01",1981,2,Chilkoot Trail,0,0,,0,0,,January - February
"1981-03-01",1981,3,Chilkoot Trail,0,0,,0,0,,January - March
"1981-04-01",1981,4,Chilkoot Trail,0,0,,0,0,,January - April
"1981-05-01",1981,5,Chilkoot Trail,66,0,,66,0,,January - May
"1981-06-01",1981,6,Chilkoot Trail,354,303,16.8,420,303,38.6,January - June
"1981-07-01",1981,7,Chilkoot Trail,1033,732,41.1,1453,1035,40.4,January - July
"1981-08-01",1981,8,Chilkoot Trail,1053,1070,-1.6,2506,2105,19.0,January - August
"1981-09-01",1981,9,Chilkoot Trail,195,205,-4.9,2701,2310,16.9,January - September
"1981-10-01",1981,10,Chilkoot Trail,0,0,,2701,2310,16.9,January - October
"1981-11-01",1981,11,Chilkoot Trail,0,0,,2701,2310,16.9,January - November
"1981-12-01",1981,12,Chilkoot Trail,0,0,,2701,2310,16.9,January - December
"1981-01-01",1981,1,Kluane National Park,28,86,-67.4,28,86,-67.4,January - January
"1981-02-01",1981,2,Kluane National Park,69,76,-9.2,97,162,-40.1,January - February
"1981-03-01",1981,3,Kluane National Park,88,152,-42.1,185,314,-41.1,January - March
"1981-04-01",1981,4,Kluane National Park,136,267,-49.1,321,581,-44.8,January - April
"1981-05-01",1981,5,Kluane National Park,967,593,63.1,1288,1174,9.7,January - May
"1981-06-01",1981,6,Kluane National Park,10445,5223,100.0,11733,6397,83.4,January - June
"1981-07-01",1981,7,Kluane National Park,17504,12129,44.3,29237,18526,57.8,January - July
"1981-08-01",1981,8,Kluane National Park,15632,10363,50.8,44869,28889,55.3,January - August
"1981-09-01",1981,9,Kluane National Park,6739,6282,7.3,51608,35171,46.7,January - September
"1981-10-01",1981,10,Kluane National Park,327,124,163.7,51935,35295,47.1,January - October
"1981-11-01",1981,11,Kluane National Park,165,24,587.5,52100,35319,47.5,January - November
"1981-12-01",1981,12,Kluane National Park,293,18,1527.8,52393,35337,48.3,January - December
"1981-01-01",1981,1,SS Klondike,30,0,,30,0,,January - January
"1981-02-01",1981,2,SS Klondike,3,0,,33,0,,January - February
"1981-03-01",1981,3,SS Klondike,350,0,,383,0,,January - March
"1981-04-01",1981,4,SS Klondike,281,40,602.5,664,40,1560.0,January - April
"1981-05-01",1981,5,SS Klondike,1759,60,2831.7,2423,100,2323.0,January - May
"1981-06-01",1981,6,SS Klondike,7293,7486,-2.6,9716,7586,28.1,January - June
"1981-07-01",1981,7,SS Klondike,14616,12458,17.3,24332,20044,21.4,January - July
"1981-08-01",1981,8,SS Klondike,11186,9738,14.9,35518,29782,19.3,January - August
"1981-09-01",1981,9,SS Klondike,2705,1491,81.4,38223,31273,22.2,January - September
"1981-10-01",1981,10,SS Klondike,75,25,200.0,38298,31298,22.4,January - October
"1981-11-01",1981,11,SS Klondike,207,77,168.8,38505,31375,22.7,January - November
"1981-12-01",1981,12,SS Klondike,326,25,1204.0,38831,31400,23.7,January - December
"1982-01-01",1982,1,All,452,58,679.3,452,58,679.3,January - January
"1982-02-01",1982,2,All,1888,72,2522.2,2340,130,1700.0,January - February
"1982-03-01",1982,3,All,407,438,-7.1,2747,568,383.6,January - March
"1982-04-01",1982,4,All,667,417,60.0,3414,985,246.6,January - April
"1982-05-01",1982,5,All,2353,2792,-15.7,5767,3777,52.7,January - May
"1982-06-01",1982,6,All,23048,18092,27.4,28815,21869,31.8,January - June
"1982-07-01",1982,7,All,32686,33153,-1.4,61501,55022,11.8,January - July
"1982-08-01",1982,8,All,35391,27871,27.0,96892,82893,16.9,January - August
"1982-09-01",1982,9,All,12400,9639,28.6,109292,92532,18.1,January - September
"1982-10-01",1982,10,All,945,402,135.1,110237,92934,18.6,January - October
"1982-11-01",1982,11,All,155,372,-58.3,110392,93306,18.3,January - November
"1982-12-01",1982,12,All,329,619,-46.8,110721,93925,17.9,January - December
"1982-01-01",1982,1,Chilkoot Trail,0,0,,0,0,,January - January
"1982-02-01",1982,2,Chilkoot Trail,0,0,,0,0,,January - February
"1982-03-01",1982,3,Chilkoot Trail,0,0,,0,0,,January - March
"1982-04-01",1982,4,Chilkoot Trail,0,0,,0,0,,January - April
"1982-05-01",1982,5,Chilkoot Trail,0,66,-100.0,0,66,-100.0,January - May
"1982-06-01",1982,6,Chilkoot Trail,335,354,-5.4,335,420,-20.2,January - June
"1982-07-01",1982,7,Chilkoot Trail,945,1033,-8.5,1280,1453,-11.9,January - July
"1982-08-01",1982,8,Chilkoot Trail,941,1053,-10.6,2221,2506,-11.4,January - August
"1982-09-01",1982,9,Chilkoot Trail,145,195,-25.6,2366,2701,-12.4,January - September
"1982-10-01",1982,10,Chilkoot Trail,0,0,,2366,2701,-12.4,January - October
"1982-11-01",1982,11,Chilkoot Trail,0,0,,2366,2701,-12.4,January - November
"1982-12-01",1982,12,Chilkoot Trail,0,0,,2366,2701,-12.4,January - December
"1982-01-01",1982,1,Kluane National Park,248,28,785.7,248,28,785.7,January - January
"1982-02-01",1982,2,Kluane National Park,288,69,317.4,536,97,452.6,January - February
"1982-03-01",1982,3,Kluane National Park,404,88,359.1,940,185,408.1,January - March
"1982-04-01",1982,4,Kluane National Park,607,136,346.3,1547,321,381.9,January - April
"1982-05-01",1982,5,Kluane National Park,2313,967,139.2,3860,1288,199.7,January - May
"1982-06-01",1982,6,Kluane National Park,12462,10445,19.3,16322,11733,39.1,January - June
"1982-07-01",1982,7,Kluane National Park,17604,17504,0.6,33926,29237,16.0,January - July
"1982-08-01",1982,8,Kluane National Park,24210,15632,54.9,58136,44869,29.6,January - August
"1982-09-01",1982,9,Kluane National Park,7813,6739,15.9,65949,51608,27.8,January - September
"1982-10-01",1982,10,Kluane National Park,156,327,-52.3,66105,51935,27.3,January - October
"1982-11-01",1982,11,Kluane National Park,102,165,-38.2,66207,52100,27.1,January - November
"1982-12-01",1982,12,Kluane National Park,305,293,4.1,66512,52393,26.9,January - December
"1982-01-01",1982,1,SS Klondike,204,30,580.0,204,30,580.0,January - January
"1982-02-01",1982,2,SS Klondike,1600,3,53233.3,1804,33,5366.7,January - February
"1982-03-01",1982,3,SS Klondike,3,350,-99.1,1807,383,371.8,January - March
"1982-04-01",1982,4,SS Klondike,60,281,-78.6,1867,664,181.2,January - April
"1982-05-01",1982,5,SS Klondike,40,1759,-97.7,1907,2423,-21.3,January - May
"1982-06-01",1982,6,SS Klondike,10251,7293,40.6,12158,9716,25.1,January - June
"1982-07-01",1982,7,SS Klondike,14137,14616,-3.3,26295,24332,8.1,January - July
"1982-08-01",1982,8,SS Klondike,10240,11186,-8.5,36535,35518,2.9,January - August
"1982-09-01",1982,9,SS Klondike,4442,2705,64.2,40977,38223,7.2,January - September
"1982-10-01",1982,10,SS Klondike,789,75,952.0,41766,38298,9.1,January - October
"1982-11-01",1982,11,SS Klondike,53,207,-74.4,41819,38505,8.6,January - November
"1982-12-01",1982,12,SS Klondike,24,326,-92.6,41843,38831,7.8,January - December
"1983-01-01",1983,1,All,364,452,-19.5,364,452,-19.5,January - January
"1983-02-01",1983,2,All,653,1888,-65.4,1017,2340,-56.5,January - February
"1983-03-01",1983,3,All,717,407,76.2,1734,2747,-36.9,January - March
"1983-04-01",1983,4,All,1236,667,85.3,2970,3414,-13.0,January - April
"1983-05-01",1983,5,All,3748,2353,59.3,6718,5767,16.5,January - May
"1983-06-01",1983,6,All,21263,23048,-7.7,27981,28815,-2.9,January - June
"1983-07-01",1983,7,All,32889,32686,0.6,60870,61501,-1.0,January - July
"1983-08-01",1983,8,All,26333,35391,-25.6,87203,96892,-10.0,January - August
"1983-09-01",1983,9,All,7045,12400,-43.2,94248,109292,-13.8,January - September
"1983-10-01",1983,10,All,1012,945,7.1,95260,110237,-13.6,January - October
"1983-11-01",1983,11,All,267,155,72.3,95527,110392,-13.5,January - November
"1983-12-01",1983,12,All,248,329,-24.6,95775,110721,-13.5,January - December
"1983-01-01",1983,1,Chilkoot Trail,0,0,,0,0,,January - January
"1983-02-01",1983,2,Chilkoot Trail,0,0,,0,0,,January - February
"1983-03-01",1983,3,Chilkoot Trail,0,0,,0,0,,January - March
"1983-04-01",1983,4,Chilkoot Trail,0,0,,0,0,,January - April
"1983-05-01",1983,5,Chilkoot Trail,4,0,,4,0,,January - May
"1983-06-01",1983,6,Chilkoot Trail,212,335,-36.7,216,335,-35.5,January - June
"1983-07-01",1983,7,Chilkoot Trail,735,945,-22.2,951,1280,-25.7,January - July
"1983-08-01",1983,8,Chilkoot Trail,562,941,-40.3,1513,2221,-31.9,January - August
"1983-09-01",1983,9,Chilkoot Trail,72,145,-50.3,1585,2366,-33.0,January - September
"1983-10-01",1983,10,Chilkoot Trail,0,0,,1585,2366,-33.0,January - October
"1983-11-01",1983,11,Chilkoot Trail,0,0,,1585,2366,-33.0,January - November
"1983-12-01",1983,12,Chilkoot Trail,0,0,,1585,2366,-33.0,January - December
"1983-01-01",1983,1,Kluane National Park,299,248,20.6,299,248,20.6,January - January
"1983-02-01",1983,2,Kluane National Park,294,288,2.1,593,536,10.6,January - February
"1983-03-01",1983,3,Kluane National Park,523,404,29.5,1116,940,18.7,January - March
"1983-04-01",1983,4,Kluane National Park,398,607,-34.4,1514,1547,-2.1,January - April
"1983-05-01",1983,5,Kluane National Park,2124,2313,-8.2,3638,3860,-5.8,January - May
"1983-06-01",1983,6,Kluane National Park,10967,12462,-12.0,14605,16322,-10.5,January - June
"1983-07-01",1983,7,Kluane National Park,16468,17604,-6.5,31073,33926,-8.4,January - July
"1983-08-01",1983,8,Kluane National Park,14979,24210,-38.1,46052,58136,-20.8,January - August
"1983-09-01",1983,9,Kluane National Park,4212,7813,-46.1,50264,65949,-23.8,January - September
"1983-10-01",1983,10,Kluane National Park,323,156,107.1,50587,66105,-23.5,January - October
"1983-11-01",1983,11,Kluane National Park,74,102,-27.5,50661,66207,-23.5,January - November
"1983-12-01",1983,12,Kluane National Park,48,305,-84.3,50709,66512,-23.8,January - December
"1983-01-01",1983,1,SS Klondike,65,204,-68.1,65,204,-68.1,January - January
"1983-02-01",1983,2,SS Klondike,359,1600,-77.6,424,1804,-76.5,January - February
"1983-03-01",1983,3,SS Klondike,194,3,6366.7,618,1807,-65.8,January - March
"1983-04-01",1983,4,SS Klondike,838,60,1296.7,1456,1867,-22.0,January - April
"1983-05-01",1983,5,SS Klondike,1620,40,3950.0,3076,1907,61.3,January - May
"1983-06-01",1983,6,SS Klondike,10084,10251,-1.6,13160,12158,8.2,January - June
"1983-07-01",1983,7,SS Klondike,15686,14137,11.0,28846,26295,9.7,January - July
"1983-08-01",1983,8,SS Klondike,10792,10240,5.4,39638,36535,8.5,January - August
"1983-09-01",1983,9,SS Klondike,2761,4442,-37.8,42399,40977,3.5,January - September
"1983-10-01",1983,10,SS Klondike,689,789,-12.7,43088,41766,3.2,January - October
"1983-11-01",1983,11,SS Klondike,193,53,264.2,43281,41819,3.5,January - November
"1983-12-01",1983,12,SS Klondike,200,24,733.3,43481,41843,3.9,January - December
"1984-01-01",1984,1,All,355,364,-2.5,355,364,-2.5,January - January
"1984-02-01",1984,2,All,696,653,6.6,1051,1017,3.3,January - February
"1984-03-01",1984,3,All,1351,717,88.4,2402,1734,38.5,January - March
"1984-04-01",1984,4,All,1812,1236,46.6,4214,2970,41.9,January - April
"1984-05-01",1984,5,All,4393,3748,17.2,8607,6718,28.1,January - May
"1984-06-01",1984,6,All,23065,21263,8.5,31672,27981,13.2,January - June
"1984-07-01",1984,7,All,37640,32889,14.4,69312,60870,13.9,January - July
"1984-08-01",1984,8,All,29361,26333,11.5,98673,87203,13.2,January - August
"1984-09-01",1984,9,All,9426,7045,33.8,108099,94248,14.7,January - September
"1984-10-01",1984,10,All,409,1012,-59.6,108508,95260,13.9,January - October
"1984-11-01",1984,11,All,154,267,-42.3,108662,95527,13.8,January - November
"1984-12-01",1984,12,All,136,248,-45.2,108798,95775,13.6,January - December
"1984-01-01",1984,1,Chilkoot Trail,0,0,,0,0,,January - January
"1984-02-01",1984,2,Chilkoot Trail,0,0,,0,0,,January - February
"1984-03-01",1984,3,Chilkoot Trail,0,0,,0,0,,January - March
"1984-04-01",1984,4,Chilkoot Trail,0,0,,0,0,,January - April
"1984-05-01",1984,5,Chilkoot Trail,16,4,300.0,16,4,300.0,January - May
"1984-06-01",1984,6,Chilkoot Trail,269,212,26.9,285,216,31.9,January - June
"1984-07-01",1984,7,Chilkoot Trail,837,735,13.9,1122,951,18.0,January - July
"1984-08-01",1984,8,Chilkoot Trail,654,562,16.4,1776,1513,17.4,January - August
"1984-09-01",1984,9,Chilkoot Trail,192,72,166.7,1968,1585,24.2,January - September
"1984-10-01",1984,10,Chilkoot Trail,0,0,,1968,1585,24.2,January - October
"1984-11-01",1984,11,Chilkoot Trail,0,0,,1968,1585,24.2,January - November
"1984-12-01",1984,12,Chilkoot Trail,0,0,,1968,1585,24.2,January - December
"1984-01-01",1984,1,Kluane National Park,173,299,-42.1,173,299,-42.1,January - January
"1984-02-01",1984,2,Kluane National Park,317,294,7.8,490,593,-17.4,January - February
"1984-03-01",1984,3,Kluane National Park,423,523,-19.1,913,1116,-18.2,January - March
"1984-04-01",1984,4,Kluane National Park,401,398,0.8,1314,1514,-13.2,January - April
"1984-05-01",1984,5,Kluane National Park,1865,2124,-12.2,3179,3638,-12.6,January - May
"1984-06-01",1984,6,Kluane National Park,12019,10967,9.6,15198,14605,4.1,January - June
"1984-07-01",1984,7,Kluane National Park,19835,16468,20.4,35033,31073,12.7,January - July
"1984-08-01",1984,8,Kluane National Park,17245,14979,15.1,52278,46052,13.5,January - August
"1984-09-01",1984,9,Kluane National Park,7044,4212,67.2,59322,50264,18.0,January - September
"1984-10-01",1984,10,Kluane National Park,409,323,26.6,59731,50587,18.1,January - October
"1984-11-01",1984,11,Kluane National Park,154,74,108.1,59885,50661,18.2,January - November
"1984-12-01",1984,12,Kluane National Park,136,48,183.3,60021,50709,18.4,January - December
"1984-01-01",1984,1,SS Klondike,182,65,180.0,182,65,180.0,January - January
"1984-02-01",1984,2,SS Klondike,379,359,5.6,561,424,32.3,January - February
"1984-03-01",1984,3,SS Klondike,928,194,378.4,1489,618,140.9,January - March
"1984-04-01",1984,4,SS Klondike,1411,838,68.4,2900,1456,99.2,January - April
"1984-05-01",1984,5,SS Klondike,2512,1620,55.1,5412,3076,75.9,January - May
"1984-06-01",1984,6,SS Klondike,10777,10084,6.9,16189,13160,23.0,January - June
"1984-07-01",1984,7,SS Klondike,16968,15686,8.2,33157,28846,14.9,January - July
"1984-08-01",1984,8,SS Klondike,11462,10792,6.2,44619,39638,12.6,January - August
"1984-09-01",1984,9,SS Klondike,2190,2761,-20.7,46809,42399,10.4,January - September
"1984-10-01",1984,10,SS Klondike,0,689,-100.0,46809,43088,8.6,January - October
"1984-11-01",1984,11,SS Klondike,0,193,-100.0,46809,43281,8.2,January - November
"1984-12-01",1984,12,SS Klondike,0,200,-100.0,46809,43481,7.7,January - December
"1985-01-01",1985,1,All,340,355,-4.2,340,355,-4.2,January - January
"1985-02-01",1985,2,All,365,696,-47.6,705,1051,-32.9,January - February
"1985-03-01",1985,3,All,490,1351,-63.7,1195,2402,-50.2,January - March
"1985-04-01",1985,4,All,465,1812,-74.3,1660,4214,-60.6,January - April
"1985-05-01",1985,5,All,2653,4393,-39.6,4313,8607,-49.9,January - May
"1985-06-01",1985,6,All,22903,23065,-0.7,27216,31672,-14.1,January - June
"1985-07-01",1985,7,All,39305,37640,4.4,66521,69312,-4.0,January - July
"1985-08-01",1985,8,All,29557,29361,0.7,96078,98673,-2.6,January - August
"1985-09-01",1985,9,All,10818,9426,14.8,106896,108099,-1.1,January - September
"1985-10-01",1985,10,All,267,409,-34.7,107163,108508,-1.2,January - October
"1985-11-01",1985,11,All,148,154,-3.9,107311,108662,-1.2,January - November
"1985-12-01",1985,12,All,66,136,-51.5,107377,108798,-1.3,January - December
"1985-01-01",1985,1,Chilkoot Trail,0,0,,0,0,,January - January
"1985-02-01",1985,2,Chilkoot Trail,0,0,,0,0,,January - February
"1985-03-01",1985,3,Chilkoot Trail,0,0,,0,0,,January - March
"1985-04-01",1985,4,Chilkoot Trail,0,0,,0,0,,January - April
"1985-05-01",1985,5,Chilkoot Trail,7,16,-56.3,7,16,-56.3,January - May
"1985-06-01",1985,6,Chilkoot Trail,123,269,-54.3,130,285,-54.4,January - June
"1985-07-01",1985,7,Chilkoot Trail,614,837,-26.6,744,1122,-33.7,January - July
"1985-08-01",1985,8,Chilkoot Trail,602,654,-8.0,1346,1776,-24.2,January - August
"1985-09-01",1985,9,Chilkoot Trail,63,192,-67.2,1409,1968,-28.4,January - September
"1985-10-01",1985,10,Chilkoot Trail,0,0,,1409,1968,-28.4,January - October
"1985-11-01",1985,11,Chilkoot Trail,0,0,,1409,1968,-28.4,January - November
"1985-12-01",1985,12,Chilkoot Trail,0,0,,1409,1968,-28.4,January - December
"1985-01-01",1985,1,Kluane National Park,340,173,96.5,340,173,96.5,January - January
"1985-02-01",1985,2,Kluane National Park,365,317,15.1,705,490,43.9,January - February
"1985-03-01",1985,3,Kluane National Park,490,423,15.8,1195,913,30.9,January - March
"1985-04-01",1985,4,Kluane National Park,437,401,9.0,1632,1314,24.2,January - April
"1985-05-01",1985,5,Kluane National Park,2424,1865,30.0,4056,3179,27.6,January - May
"1985-06-01",1985,6,Kluane National Park,11938,12019,-0.7,15994,15198,5.2,January - June
"1985-07-01",1985,7,Kluane National Park,21537,19835,8.6,37531,35033,7.1,January - July
"1985-08-01",1985,8,Kluane National Park,18846,17245,9.3,56377,52278,7.8,January - August
"1985-09-01",1985,9,Kluane National Park,8480,7044,20.4,64857,59322,9.3,January - September
"1985-10-01",1985,10,Kluane National Park,267,409,-34.7,65124,59731,9.0,January - October
