date,year,month,location,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_total_2019,c2019_percentage_difference,ytd_month_range
2018-12-01,2018,12,Yukon,4054,3820,6.1,501788,436879,14.9,505027,-0.6,January - December
2019-01-01,2019,1,Beaver Creek,1625,1782,-8.8,1625,1782,-8.8,1625,0.0,January - January
2019-02-01,2019,2,Beaver Creek,1380,1625,-15.1,3005,3407,-11.8,3005,0.0,January - February
2019-03-01,2019,3,Beaver Creek,2386,2601,-8.3,5391,6008,-10.3,5391,0.0,January - March
2019-04-01,2019,4,Beaver Creek,3477,3379,2.9,8868,9387,-5.5,8868,0.0,January - April
2019-05-01,2019,5,Beaver Creek,6542,6702,-2.4,15410,16089,-4.2,15410,0.0,January - May
2019-06-01,2019,6,Beaver Creek,12187,12860,-5.2,27597,28949,-4.7,27597,0.0,January - June
2019-07-01,2019,7,Beaver Creek,16026,18119,-11.6,43623,47068,-7.3,43623,0.0,January - July
2019-08-01,2019,8,Beaver Creek,15764,17883,-11.8,59387,64951,-8.6,59387,0.0,January - August
2019-09-01,2019,9,Beaver Creek,11813,12838,-8.0,71200,77789,-8.5,71200,0.0,January - September
2019-10-01,2019,10,Beaver Creek,4866,4964,-2.0,76066,82753,-8.1,76066,0.0,January - October
2019-11-01,2019,11,Beaver Creek,2036,2310,-11.9,78102,85063,-8.2,78102,0.0,January - November
2019-12-01,2019,12,Beaver Creek,1542,1716,-10.1,79644,86779,-8.2,79644,0.0,January - December
2019-01-01,2019,1,Dawson,0,0,,0,0,,0,,January - January
2019-02-01,2019,2,Dawson,11,46,-76.1,11,46,-76.1,11,0.0,January - February
2019-03-01,2019,3,Dawson,2,0,,13,46,-71.7,13,0.0,January - March
2019-04-01,2019,4,Dawson,8,0,,21,46,-54.3,21,0.0,January - April
2019-05-01,2019,5,Dawson,362,321,12.8,383,367,4.4,383,0.0,January - May
2019-06-01,2019,6,Dawson,1972,2367,-16.7,2355,2734,-13.9,2355,0.0,January - June
2019-07-01,2019,7,Dawson,2220,2381,-6.8,4575,5115,-10.6,4575,0.0,January - July
2019-08-01,2019,8,Dawson,2148,2089,2.8,6723,7204,-6.7,6723,0.0,January - August
2019-09-01,2019,9,Dawson,2,8,-75.0,6725,7212,-6.8,6725,0.0,January - September
2019-10-01,2019,10,Dawson,1,2,-50.0,6726,7214,-6.8,6726,0.0,January - October
2019-11-01,2019,11,Dawson,0,0,,6726,7214,-6.8,6726,0.0,January - November
2019-12-01,2019,12,Dawson,2,0,,6728,7214,-6.7,6728,0.0,January - December
2019-01-01,2019,1,Fraser,1196,1023,16.9,1196,1023,16.9,1196,0.0,January - January
2019-02-01,2019,2,Fraser,1433,1028,39.4,2629,2051,28.2,2629,0.0,January - February
2019-03-01,2019,3,Fraser,3228,2796,15.5,5857,4847,20.8,5857,0.0,January - March
2019-04-01,2019,4,Fraser,5094,4045,25.9,10951,8892,23.2,10951,0.0,January - April
2019-05-01,2019,5,Fraser,47699,45921,3.9,58650,54813,7.0,58650,0.0,January - May
2019-06-01,2019,6,Fraser,77910,76931,1.3,136560,131744,3.7,136560,0.0,January - June
2019-07-01,2019,7,Fraser,88727,84733,4.7,225287,216477,4.1,225287,0.0,January - July
2019-08-01,2019,8,Fraser,83171,84593,-1.7,308458,301070,2.5,308458,0.0,January - August
2019-09-01,2019,9,Fraser,46817,44998,4.0,355275,346068,2.7,355275,0.0,January - September
2019-10-01,2019,10,Fraser,4120,2804,46.9,359395,348872,3.0,359395,0.0,January - October
2019-11-01,2019,11,Fraser,1292,1175,10.0,360687,350047,3.0,360687,0.0,January - November
2019-12-01,2019,12,Fraser,1821,1373,32.6,362508,351420,3.2,362508,0.0,January - December
2019-01-01,2019,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2019-02-01,2019,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2019-03-01,2019,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2019-04-01,2019,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2019-05-01,2019,5,Little Gold Creek,557,497,12.1,557,497,12.1,557,0.0,January - May
2019-06-01,2019,6,Little Gold Creek,2769,3619,-23.5,3326,4116,-19.2,3326,0.0,January - June
2019-07-01,2019,7,Little Gold Creek,4169,4930,-15.4,7495,9046,-17.1,7495,0.0,January - July
2019-08-01,2019,8,Little Gold Creek,3988,4420,-9.8,11483,13466,-14.7,11483,0.0,January - August
2019-09-01,2019,9,Little Gold Creek,1710,1753,-2.5,13193,15219,-13.3,13193,0.0,January - September
2019-10-01,2019,10,Little Gold Creek,0,0,,13193,15219,-13.3,13193,0.0,January - October
2019-11-01,2019,11,Little Gold Creek,0,0,,13193,15219,-13.3,13193,0.0,January - November
2019-12-01,2019,12,Little Gold Creek,0,0,,13193,15219,-13.3,13193,0.0,January - December
2019-01-01,2019,1,Old Crow,0,0,,0,0,,0,,January - January
2019-02-01,2019,2,Old Crow,0,0,,0,0,,0,,January - February
2019-03-01,2019,3,Old Crow,0,0,,0,0,,0,,January - March
2019-04-01,2019,4,Old Crow,0,6,-100.0,0,6,-100.0,0,,January - April
2019-05-01,2019,5,Old Crow,0,2,-100.0,0,8,-100.0,0,,January - May
2019-06-01,2019,6,Old Crow,1,2,-50.0,1,10,-90.0,1,0.0,January - June
2019-07-01,2019,7,Old Crow,0,0,,1,10,-90.0,1,0.0,January - July
2019-08-01,2019,8,Old Crow,0,0,,1,10,-90.0,1,0.0,January - August
2019-09-01,2019,9,Old Crow,0,0,,1,10,-90.0,1,0.0,January - September
2019-10-01,2019,10,Old Crow,0,0,,1,10,-90.0,1,0.0,January - October
2019-11-01,2019,11,Old Crow,0,0,,1,10,-90.0,1,0.0,January - November
2019-12-01,2019,12,Old Crow,0,0,,1,10,-90.0,1,0.0,January - December
2019-01-01,2019,1,Pleasant Camp,1045,888,17.7,1045,888,17.7,1045,0.0,January - January
2019-02-01,2019,2,Pleasant Camp,710,735,-3.4,1755,1623,8.1,1755,0.0,January - February
2019-03-01,2019,3,Pleasant Camp,1082,1072,0.9,2837,2695,5.3,2837,0.0,January - March
2019-04-01,2019,4,Pleasant Camp,1547,1526,1.4,4384,4221,3.9,4384,0.0,January - April
2019-05-01,2019,5,Pleasant Camp,3901,3736,4.4,8285,7957,4.1,8285,0.0,January - May
2019-06-01,2019,6,Pleasant Camp,6142,6292,-2.4,14427,14249,1.2,14427,0.0,January - June
2019-07-01,2019,7,Pleasant Camp,7972,7455,6.9,22399,21704,3.2,22399,0.0,January - July
2019-08-01,2019,8,Pleasant Camp,7204,6604,9.1,29603,28308,4.6,29603,0.0,January - August
2019-09-01,2019,9,Pleasant Camp,4091,3925,4.2,33694,32233,4.5,33694,0.0,January - September
2019-10-01,2019,10,Pleasant Camp,2660,2391,11.3,36354,34624,5.0,36354,0.0,January - October
2019-11-01,2019,11,Pleasant Camp,1033,929,11.2,37387,35553,5.2,37387,0.0,January - November
2019-12-01,2019,12,Pleasant Camp,754,965,-21.9,38141,36518,4.4,38141,0.0,January - December
2019-01-01,2019,1,Whitehorse,31,50,-38.0,31,50,-38.0,31,0.0,January - January
2019-02-01,2019,2,Whitehorse,59,7,742.9,90,57,57.9,90,0.0,January - February
2019-03-01,2019,3,Whitehorse,49,35,40.0,139,92,51.1,139,0.0,January - March
2019-04-01,2019,4,Whitehorse,59,24,145.8,198,116,70.7,198,0.0,January - April
2019-05-01,2019,5,Whitehorse,84,277,-69.7,282,393,-28.2,282,0.0,January - May
2019-06-01,2019,6,Whitehorse,1270,968,31.2,1552,1361,14.0,1552,0.0,January - June
2019-07-01,2019,7,Whitehorse,1201,1448,-17.1,2753,2809,-2.0,2753,0.0,January - July
2019-08-01,2019,8,Whitehorse,1179,1170,0.8,3932,3979,-1.2,3932,0.0,January - August
2019-09-01,2019,9,Whitehorse,765,558,37.1,4697,4537,3.5,4697,0.0,January - September
2019-10-01,2019,10,Whitehorse,53,56,-5.4,4750,4593,3.4,4750,0.0,January - October
2019-11-01,2019,11,Whitehorse,11,35,-68.6,4761,4628,2.9,4761,0.0,January - November
2019-12-01,2019,12,Whitehorse,51,0,,4812,4628,4.0,4812,0.0,January - December
2019-01-01,2019,1,Yukon,3897,3743,4.1,3897,3743,4.1,3897,0.0,January - January
2019-02-01,2019,2,Yukon,3593,3441,4.4,7490,7184,4.3,7490,0.0,January - February
2019-03-01,2019,3,Yukon,6747,6504,3.7,14237,13688,4.0,14237,0.0,January - March
2019-04-01,2019,4,Yukon,10185,8980,13.4,24422,22668,7.7,24422,0.0,January - April
2019-05-01,2019,5,Yukon,59145,57456,2.9,83567,80124,4.3,83567,0.0,January - May
2019-06-01,2019,6,Yukon,102251,103039,-0.8,185818,183163,1.4,185818,0.0,January - June
2019-07-01,2019,7,Yukon,120315,119066,1.0,306133,302229,1.3,306133,0.0,January - July
2019-08-01,2019,8,Yukon,113454,116759,-2.8,419587,418988,0.1,419587,0.0,January - August
2019-09-01,2019,9,Yukon,65198,64080,1.7,484785,483068,0.4,484785,0.0,January - September
2019-10-01,2019,10,Yukon,11700,10217,14.5,496485,493285,0.6,496485,0.0,January - October
2019-11-01,2019,11,Yukon,4372,4449,-1.7,500857,497734,0.6,500857,0.0,January - November
2019-12-01,2019,12,Yukon,4170,4054,2.9,505027,501788,0.6,505027,0.0,January - December
2020-01-01,2020,1,Beaver Creek,1244,1625,-23.4,1244,1625,-23.4,1625,-23.4,January - January
2020-02-01,2020,2,Beaver Creek,1295,1380,-6.2,2539,3005,-15.5,3005,-15.5,January - February
2020-03-01,2020,3,Beaver Creek,1442,2386,-39.6,3981,5391,-26.2,5391,-26.2,January - March
2020-04-01,2020,4,Beaver Creek,633,3477,-81.8,4614,8868,-48.0,8868,-48.0,January - April
2020-05-01,2020,5,Beaver Creek,1583,6542,-75.8,6197,15410,-59.8,15410,-59.8,January - May
2020-06-01,2020,6,Beaver Creek,2134,12187,-82.5,8331,27597,-69.8,27597,-69.8,January - June
2020-07-01,2020,7,Beaver Creek,3181,16026,-80.2,11512,43623,-73.6,43623,-73.6,January - July
2020-08-01,2020,8,Beaver Creek,3758,15764,-76.2,15270,59387,-74.3,59387,-74.3,January - August
2020-09-01,2020,9,Beaver Creek,3712,11813,-68.6,18982,71200,-73.3,71200,-73.3,January - September
2020-10-01,2020,10,Beaver Creek,2272,4866,-53.3,21254,76066,-72.1,76066,-72.1,January - October
2020-11-01,2020,11,Beaver Creek,888,2036,-56.4,22142,78102,-71.6,78102,-71.6,January - November
2020-12-01,2020,12,Beaver Creek,572,1542,-62.9,22714,79644,-71.5,79644,-71.5,January - December
2020-01-01,2020,1,Dawson,0,0,,0,0,,0,,January - January
2020-02-01,2020,2,Dawson,29,11,163.6,29,11,163.6,11,163.6,January - February
2020-03-01,2020,3,Dawson,0,2,-100.0,29,13,123.1,13,123.1,January - March
2020-04-01,2020,4,Dawson,0,8,-100.0,29,21,38.1,21,38.1,January - April
2020-05-01,2020,5,Dawson,0,362,-100.0,29,383,-92.4,383,-92.4,January - May
2020-06-01,2020,6,Dawson,0,1972,-100.0,29,2355,-98.8,2355,-98.8,January - June
2020-07-01,2020,7,Dawson,0,2220,-100.0,29,4575,-99.4,4575,-99.4,January - July
2020-08-01,2020,8,Dawson,0,2148,-100.0,29,6723,-99.6,6723,-99.6,January - August
2020-09-01,2020,9,Dawson,0,2,-100.0,29,6725,-99.6,6725,-99.6,January - September
2020-10-01,2020,10,Dawson,0,1,-100.0,29,6726,-99.6,6726,-99.6,January - October
2020-11-01,2020,11,Dawson,0,0,,29,6726,-99.6,6726,-99.6,January - November
2020-12-01,2020,12,Dawson,0,2,-100.0,29,6728,-99.6,6728,-99.6,January - December
2020-01-01,2020,1,Fraser,799,1196,-33.2,799,1196,-33.2,1196,-33.2,January - January
2020-02-01,2020,2,Fraser,1021,1433,-28.8,1820,2629,-30.8,2629,-30.8,January - February
2020-03-01,2020,3,Fraser,1278,3228,-60.4,3098,5857,-47.1,5857,-47.1,January - March
2020-04-01,2020,4,Fraser,27,5094,-99.5,3125,10951,-71.5,10951,-71.5,January - April
2020-05-01,2020,5,Fraser,94,47699,-99.8,3219,58650,-94.5,58650,-94.5,January - May
2020-06-01,2020,6,Fraser,110,77910,-99.9,3329,136560,-97.6,136560,-97.6,January - June
2020-07-01,2020,7,Fraser,172,88727,-99.8,3501,225287,-98.4,225287,-98.4,January - July
2020-08-01,2020,8,Fraser,150,83171,-99.8,3651,308458,-98.8,308458,-98.8,January - August
2020-09-01,2020,9,Fraser,150,46817,-99.7,3801,355275,-98.9,355275,-98.9,January - September
2020-10-01,2020,10,Fraser,98,4120,-97.6,3899,359395,-98.9,359395,-98.9,January - October
2020-11-01,2020,11,Fraser,33,1292,-97.4,3932,360687,-98.9,360687,-98.9,January - November
2020-12-01,2020,12,Fraser,22,1821,-98.8,3954,362508,-98.9,362508,-98.9,January - December
2020-01-01,2020,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2020-02-01,2020,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2020-03-01,2020,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2020-04-01,2020,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2020-05-01,2020,5,Little Gold Creek,0,557,-100.0,0,557,-100.0,557,-100.0,January - May
2020-06-01,2020,6,Little Gold Creek,0,2769,-100.0,0,3326,-100.0,3326,-100.0,January - June
2020-07-01,2020,7,Little Gold Creek,0,4169,-100.0,0,7495,-100.0,7495,-100.0,January - July
2020-08-01,2020,8,Little Gold Creek,0,3988,-100.0,0,11483,-100.0,11483,-100.0,January - August
2020-09-01,2020,9,Little Gold Creek,0,1710,-100.0,0,13193,-100.0,13193,-100.0,January - September
2020-10-01,2020,10,Little Gold Creek,0,0,,0,13193,-100.0,13193,-100.0,January - October
2020-11-01,2020,11,Little Gold Creek,0,0,,0,13193,-100.0,13193,-100.0,January - November
2020-12-01,2020,12,Little Gold Creek,0,0,,0,13193,-100.0,13193,-100.0,January - December
2020-01-01,2020,1,Old Crow,0,0,,0,0,,0,,January - January
2020-02-01,2020,2,Old Crow,0,0,,0,0,,0,,January - February
2020-03-01,2020,3,Old Crow,0,0,,0,0,,0,,January - March
2020-04-01,2020,4,Old Crow,0,0,,0,0,,0,,January - April
2020-05-01,2020,5,Old Crow,0,0,,0,0,,0,,January - May
2020-06-01,2020,6,Old Crow,0,1,-100.0,0,1,-100.0,1,-100.0,January - June
2020-07-01,2020,7,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - July
2020-08-01,2020,8,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - August
2020-09-01,2020,9,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - September
2020-10-01,2020,10,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - October
2020-11-01,2020,11,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - November
2020-12-01,2020,12,Old Crow,0,0,,0,1,-100.0,1,-100.0,January - December
2020-01-01,2020,1,Pleasant Camp,569,1045,-45.6,569,1045,-45.6,1045,-45.6,January - January
2020-02-01,2020,2,Pleasant Camp,768,710,8.2,1337,1755,-23.8,1755,-23.8,January - February
2020-03-01,2020,3,Pleasant Camp,598,1082,-44.7,1935,2837,-31.8,2837,-31.8,January - March
2020-04-01,2020,4,Pleasant Camp,90,1547,-94.2,2025,4384,-53.8,4384,-53.8,January - April
2020-05-01,2020,5,Pleasant Camp,155,3901,-96.0,2180,8285,-73.7,8285,-73.7,January - May
2020-06-01,2020,6,Pleasant Camp,203,6142,-96.7,2383,14427,-83.5,14427,-83.5,January - June
2020-07-01,2020,7,Pleasant Camp,344,7972,-95.7,2727,22399,-87.8,22399,-87.8,January - July
2020-08-01,2020,8,Pleasant Camp,314,7204,-95.6,3041,29603,-89.7,29603,-89.7,January - August
2020-09-01,2020,9,Pleasant Camp,234,4091,-94.3,3275,33694,-90.3,33694,-90.3,January - September
2020-10-01,2020,10,Pleasant Camp,160,2660,-94.0,3435,36354,-90.6,36354,-90.6,January - October
2020-11-01,2020,11,Pleasant Camp,58,1033,-94.4,3493,37387,-90.7,37387,-90.7,January - November
2020-12-01,2020,12,Pleasant Camp,44,754,-94.2,3537,38141,-90.7,38141,-90.7,January - December
2020-01-01,2020,1,Whitehorse,20,31,-35.5,20,31,-35.5,31,-35.5,January - January
2020-02-01,2020,2,Whitehorse,12,59,-79.7,32,90,-64.4,90,-64.4,January - February
2020-03-01,2020,3,Whitehorse,56,49,14.3,88,139,-36.7,139,-36.7,January - March
2020-04-01,2020,4,Whitehorse,16,59,-72.9,104,198,-47.5,198,-47.5,January - April
2020-05-01,2020,5,Whitehorse,28,84,-66.7,132,282,-53.2,282,-53.2,January - May
2020-06-01,2020,6,Whitehorse,23,1270,-98.2,155,1552,-90.0,1552,-90.0,January - June
2020-07-01,2020,7,Whitehorse,24,1201,-98.0,179,2753,-93.5,2753,-93.5,January - July
2020-08-01,2020,8,Whitehorse,36,1179,-96.9,215,3932,-94.5,3932,-94.5,January - August
2020-09-01,2020,9,Whitehorse,41,765,-94.6,256,4697,-94.5,4697,-94.5,January - September
2020-10-01,2020,10,Whitehorse,40,53,-24.5,296,4750,-93.8,4750,-93.8,January - October
2020-11-01,2020,11,Whitehorse,10,11,-9.1,306,4761,-93.6,4761,-93.6,January - November
2020-12-01,2020,12,Whitehorse,15,51,-70.6,321,4812,-93.3,4812,-93.3,January - December
2020-01-01,2020,1,Yukon,2632,3897,-32.5,2632,3897,-32.5,3897,-32.5,January - January
2020-02-01,2020,2,Yukon,3125,3593,-13.0,5757,7490,-23.1,7490,-23.1,January - February
2020-03-01,2020,3,Yukon,3374,6747,-50.0,9131,14237,-35.9,14237,-35.9,January - March
2020-04-01,2020,4,Yukon,766,10185,-92.5,9897,24422,-59.5,24422,-59.5,January - April
2020-05-01,2020,5,Yukon,1860,59145,-96.9,11757,83567,-85.9,83567,-85.9,January - May
2020-06-01,2020,6,Yukon,2470,102251,-97.6,14227,185818,-92.3,185818,-92.3,January - June
2020-07-01,2020,7,Yukon,3721,120315,-96.9,17948,306133,-94.1,306133,-94.1,January - July
2020-08-01,2020,8,Yukon,4258,113454,-96.2,22206,419587,-94.7,419587,-94.7,January - August
2020-09-01,2020,9,Yukon,4137,65198,-93.7,26343,484785,-94.6,484785,-94.6,January - September
2020-10-01,2020,10,Yukon,2570,11700,-78.0,28913,496485,-94.2,496485,-94.2,January - October
2020-11-01,2020,11,Yukon,989,4372,-77.4,29902,500857,-94.0,500857,-94.0,January - November
2020-12-01,2020,12,Yukon,653,4170,-84.3,30555,505027,-93.9,505027,-93.9,January - December
2021-01-01,2021,1,Beaver Creek,581,1244,-53.3,581,1244,-53.3,1625,-64.2,January - January
2021-02-01,2021,2,Beaver Creek,624,1295,-51.8,1205,2539,-52.5,3005,-59.9,January - February
2021-03-01,2021,3,Beaver Creek,937,1442,-35.0,2142,3981,-46.2,5391,-60.3,January - March
2021-04-01,2021,4,Beaver Creek,1268,633,100.3,3410,4614,-26.1,8868,-61.5,January - April
2021-05-01,2021,5,Beaver Creek,2285,1583,44.3,5695,6197,-8.1,15410,-63.0,January - May
2021-06-01,2021,6,Beaver Creek,2567,2134,20.3,8262,8331,-0.8,27597,-70.1,January - June
2021-07-01,2021,7,Beaver Creek,3072,3181,-3.4,11334,11512,-1.5,43623,-74.0,January - July
2021-08-01,2021,8,Beaver Creek,3861,3758,2.7,15195,15270,-0.5,59387,-74.4,January - August
2021-09-01,2021,9,Beaver Creek,5654,3712,52.3,20849,18982,9.8,71200,-70.7,January - September
2021-10-01,2021,10,Beaver Creek,2751,2272,21.1,23600,21254,11.0,76066,-69.0,January - October
2021-11-01,2021,11,Beaver Creek,1108,888,24.8,24708,22142,11.6,78102,-68.4,January - November
2021-12-01,2021,12,Beaver Creek,791,572,38.3,25499,22714,12.3,79644,-68.0,January - December
2021-01-01,2021,1,Dawson,0,0,,0,0,,0,,January - January
2021-02-01,2021,2,Dawson,0,29,-100.0,0,29,-100.0,11,-100.0,January - February
2021-03-01,2021,3,Dawson,0,0,,0,29,-100.0,13,-100.0,January - March
2021-04-01,2021,4,Dawson,0,0,,0,29,-100.0,21,-100.0,January - April
2021-05-01,2021,5,Dawson,0,0,,0,29,-100.0,383,-100.0,January - May
2021-06-01,2021,6,Dawson,0,0,,0,29,-100.0,2355,-100.0,January - June
2021-07-01,2021,7,Dawson,0,0,,0,29,-100.0,4575,-100.0,January - July
2021-08-01,2021,8,Dawson,0,0,,0,29,-100.0,6723,-100.0,January - August
2021-09-01,2021,9,Dawson,0,0,,0,29,-100.0,6725,-100.0,January - September
2021-10-01,2021,10,Dawson,0,0,,0,29,-100.0,6726,-100.0,January - October
2021-11-01,2021,11,Dawson,0,0,,0,29,-100.0,6726,-100.0,January - November
2021-12-01,2021,12,Dawson,0,0,,0,29,-100.0,6728,-100.0,January - December
2021-01-01,2021,1,Fraser,17,799,-97.9,17,799,-97.9,1196,-98.6,January - January
2021-02-01,2021,2,Fraser,38,1021,-96.3,55,1820,-97.0,2629,-97.9,January - February
2021-03-01,2021,3,Fraser,31,1278,-97.6,86,3098,-97.2,5857,-98.5,January - March
2021-04-01,2021,4,Fraser,56,27,107.4,142,3125,-95.5,10951,-98.7,January - April
2021-05-01,2021,5,Fraser,92,94,-2.1,234,3219,-92.7,58650,-99.6,January - May
2021-06-01,2021,6,Fraser,108,110,-1.8,342,3329,-89.7,136560,-99.7,January - June
2021-07-01,2021,7,Fraser,146,172,-15.1,488,3501,-86.1,225287,-99.8,January - July
2021-08-01,2021,8,Fraser,874,150,482.7,1362,3651,-62.7,308458,-99.6,January - August
2021-09-01,2021,9,Fraser,897,150,498.0,2259,3801,-40.6,355275,-99.4,January - September
2021-10-01,2021,10,Fraser,379,98,286.7,2638,3899,-32.3,359395,-99.3,January - October
2021-11-01,2021,11,Fraser,236,33,615.2,2874,3932,-26.9,360687,-99.2,January - November
2021-12-01,2021,12,Fraser,325,22,1377.3,3199,3954,-19.1,362508,-99.1,January - December
2021-01-01,2021,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2021-02-01,2021,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2021-03-01,2021,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2021-04-01,2021,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2021-05-01,2021,5,Little Gold Creek,0,0,,0,0,,557,-100.0,January - May
2021-06-01,2021,6,Little Gold Creek,0,0,,0,0,,3326,-100.0,January - June
2021-07-01,2021,7,Little Gold Creek,0,0,,0,0,,7495,-100.0,January - July
2021-08-01,2021,8,Little Gold Creek,0,0,,0,0,,11483,-100.0,January - August
2021-09-01,2021,9,Little Gold Creek,0,0,,0,0,,13193,-100.0,January - September
2021-10-01,2021,10,Little Gold Creek,0,0,,0,0,,13193,-100.0,January - October
2021-11-01,2021,11,Little Gold Creek,0,0,,0,0,,13193,-100.0,January - November
2021-12-01,2021,12,Little Gold Creek,0,0,,0,0,,13193,-100.0,January - December
2021-01-01,2021,1,Old Crow,0,0,,0,0,,0,,January - January
2021-02-01,2021,2,Old Crow,0,0,,0,0,,0,,January - February
2021-03-01,2021,3,Old Crow,0,0,,0,0,,0,,January - March
2021-04-01,2021,4,Old Crow,0,0,,0,0,,0,,January - April
2021-05-01,2021,5,Old Crow,0,0,,0,0,,0,,January - May
2021-06-01,2021,6,Old Crow,0,0,,0,0,,1,-100.0,January - June
2021-07-01,2021,7,Old Crow,0,0,,0,0,,1,-100.0,January - July
2021-08-01,2021,8,Old Crow,0,0,,0,0,,1,-100.0,January - August
2021-09-01,2021,9,Old Crow,0,0,,0,0,,1,-100.0,January - September
2021-10-01,2021,10,Old Crow,0,0,,0,0,,1,-100.0,January - October
2021-11-01,2021,11,Old Crow,0,0,,0,0,,1,-100.0,January - November
2021-12-01,2021,12,Old Crow,0,0,,0,0,,1,-100.0,January - December
2021-01-01,2021,1,Pleasant Camp,77,569,-86.5,77,569,-86.5,1045,-92.6,January - January
2021-02-01,2021,2,Pleasant Camp,63,768,-91.8,140,1337,-89.5,1755,-92.0,January - February
2021-03-01,2021,3,Pleasant Camp,129,598,-78.4,269,1935,-86.1,2837,-90.5,January - March
2021-04-01,2021,4,Pleasant Camp,197,90,118.9,466,2025,-77.0,4384,-89.4,January - April
2021-05-01,2021,5,Pleasant Camp,346,155,123.2,812,2180,-62.8,8285,-90.2,January - May
2021-06-01,2021,6,Pleasant Camp,321,203,58.1,1133,2383,-52.5,14427,-92.1,January - June
2021-07-01,2021,7,Pleasant Camp,562,344,63.4,1695,2727,-37.8,22399,-92.4,January - July
2021-08-01,2021,8,Pleasant Camp,778,314,147.8,2473,3041,-18.7,29603,-91.6,January - August
2021-09-01,2021,9,Pleasant Camp,760,234,224.8,3233,3275,-1.3,33694,-90.4,January - September
2021-10-01,2021,10,Pleasant Camp,383,160,139.4,3616,3435,5.3,36354,-90.1,January - October
2021-11-01,2021,11,Pleasant Camp,271,58,367.2,3887,3493,11.3,37387,-89.6,January - November
2021-12-01,2021,12,Pleasant Camp,205,44,365.9,4092,3537,15.7,38141,-89.3,January - December
2021-01-01,2021,1,Whitehorse,12,20,-40.0,12,20,-40.0,31,-61.3,January - January
2021-02-01,2021,2,Whitehorse,5,12,-58.3,17,32,-46.9,90,-81.1,January - February
2021-03-01,2021,3,Whitehorse,9,56,-83.9,26,88,-70.5,139,-81.3,January - March
2021-04-01,2021,4,Whitehorse,9,16,-43.8,35,104,-66.3,198,-82.3,January - April
2021-05-01,2021,5,Whitehorse,7,28,-75.0,42,132,-68.2,282,-85.1,January - May
2021-06-01,2021,6,Whitehorse,27,23,17.4,69,155,-55.5,1552,-95.6,January - June
2021-07-01,2021,7,Whitehorse,31,24,29.2,100,179,-44.1,2753,-96.4,January - July
2021-08-01,2021,8,Whitehorse,54,36,50.0,154,215,-28.4,3932,-96.1,January - August
2021-09-01,2021,9,Whitehorse,92,41,124.4,246,256,-3.9,4697,-94.8,January - September
2021-10-01,2021,10,Whitehorse,44,40,10.0,290,296,-2.0,4750,-93.9,January - October
2021-11-01,2021,11,Whitehorse,12,10,20.0,302,306,-1.3,4761,-93.7,January - November
2021-12-01,2021,12,Whitehorse,10,15,-33.3,312,321,-2.8,4812,-93.5,January - December
2021-01-01,2021,1,Yukon,687,2632,-73.9,687,2632,-73.9,3897,-82.4,January - January
2021-02-01,2021,2,Yukon,730,3125,-76.6,1417,5757,-75.4,7490,-81.1,January - February
2021-03-01,2021,3,Yukon,1106,3374,-67.2,2523,9131,-72.4,14237,-82.3,January - March
2021-04-01,2021,4,Yukon,1530,766,99.7,4053,9897,-59.0,24422,-83.4,January - April
2021-05-01,2021,5,Yukon,2730,1860,46.8,6783,11757,-42.3,83567,-91.9,January - May
2021-06-01,2021,6,Yukon,3023,2470,22.4,9806,14227,-31.1,185818,-94.7,January - June
2021-07-01,2021,7,Yukon,3811,3721,2.4,13617,17948,-24.1,306133,-95.6,January - July
2021-08-01,2021,8,Yukon,5567,4258,30.7,19184,22206,-13.6,419587,-95.4,January - August
2021-09-01,2021,9,Yukon,7403,4137,78.9,26587,26343,0.9,484785,-94.5,January - September
2021-10-01,2021,10,Yukon,3557,2570,38.4,30144,28913,4.3,496485,-93.9,January - October
2021-11-01,2021,11,Yukon,1627,989,64.5,31771,29902,6.3,500857,-93.7,January - November
2021-12-01,2021,12,Yukon,1331,653,103.8,33102,30555,8.3,505027,-93.4,January - December
2022-01-01,2022,1,Beaver Creek,521,581,-10.3,521,581,-10.3,1625,-67.9,January - January
2022-02-01,2022,2,Beaver Creek,606,624,-2.9,1127,1205,-6.5,3005,-62.5,January - February
2022-03-01,2022,3,Beaver Creek,1203,937,28.4,2330,2142,8.8,5391,-56.8,January - March
